Date,RAT,MAT,OAT,SFS
2019-05-25 02:10:00,,,45.94,
2019-05-25 02:15:00,,,46.06,
2019-05-25 02:15:00,,66.14,,
2019-05-25 02:15:00,61.93,,,
2019-05-25 02:20:00,,,46.27,
2019-05-25 02:25:00,,,46.42,
2019-05-25 02:30:00,,,46.53,
2019-05-25 02:30:00,,66.14,,
2019-05-25 02:30:00,61.48,,,
2019-05-25 02:35:00,,,46.65,
2019-05-25 02:40:00,,,46.8,
2019-05-25 02:45:00,,,46.98,
2019-05-25 02:45:00,,66.08,,
2019-05-25 02:45:00,61.5,,,
2019-05-25 02:50:00,,,47.12,
2019-05-25 02:55:00,,,47.24,
2019-05-25 03:00:00,,,47.39,
2019-05-25 03:00:00,,65.9,,
2019-05-25 03:00:00,61.37,,,
2019-05-25 03:05:00,,,47.43,
2019-05-25 03:10:00,,,47.57,
2019-05-25 03:15:00,,,47.71,
2019-05-25 03:15:00,,65.79,,
2019-05-25 03:15:00,61.22,,,
2019-05-25 03:20:00,,,47.71,
2019-05-25 03:25:00,,,47.71,
2019-05-25 03:30:00,,,47.73,
2019-05-25 03:30:00,,65.79,,
2019-05-25 03:30:00,61.32,,,
2019-05-25 03:35:00,,,47.66,
2019-05-25 03:40:00,,,47.73,
2019-05-25 03:45:00,,,47.91,
2019-05-25 03:45:00,,65.79,,
2019-05-25 03:45:00,61.4,,,
2019-05-25 03:50:00,,,48.13,
2019-05-25 03:55:00,,,48.29,
2019-05-25 04:00:00,,,48.49,
2019-05-25 04:00:00,,65.77,,
2019-05-25 04:00:00,61.5,,,
2019-05-25 04:05:00,,,48.52,
2019-05-25 04:10:00,,,48.71,
2019-05-25 04:15:00,,,48.84,
2019-05-25 04:15:00,,66.14,,
2019-05-25 04:15:00,63.67,,,
2019-05-25 04:20:00,,,49.04,
2019-05-25 04:25:00,,,49.25,
2019-05-25 04:30:00,,,49.39,
2019-05-25 04:30:00,,66.36,,
2019-05-25 04:30:00,64.37,,,
2019-05-25 04:35:00,,,49.48,
2019-05-25 04:40:00,,,49.61,
2019-05-25 04:45:00,,,49.59,
2019-05-25 04:45:00,,66.44,,
2019-05-25 04:45:00,64.51,,,
2019-05-25 04:50:00,,,49.61,
2019-05-25 04:55:00,,,49.61,
2019-05-25 05:00:00,,,49.65,
2019-05-25 05:00:00,,66.2,,
2019-05-25 05:00:00,64.73,,,
2019-05-25 05:05:00,,,49.75,
2019-05-25 05:09:00,,,,On
2019-05-25 05:10:00,,,49.85,
2019-05-25 05:15:00,,,49.96,
2019-05-25 05:15:00,,68.49,,
2019-05-25 05:15:00,71.0,,,
2019-05-25 05:20:00,,,50.03,
2019-05-25 05:25:00,,,50.16,
2019-05-25 05:30:00,,,50.36,
2019-05-25 05:30:00,,71.5,,
2019-05-25 05:30:00,73.62,,,
2019-05-25 05:35:00,,,50.51,
2019-05-25 05:40:00,,,50.51,
2019-05-25 05:45:00,,,50.68,
2019-05-25 05:45:00,,73.12,,
2019-05-25 05:45:00,75.16,,,
2019-05-25 05:50:00,,,50.7,
2019-05-25 05:51:00,,,,Off
2019-05-25 05:55:00,,,50.87,
2019-05-25 06:00:00,,,51.04,
2019-05-25 06:00:00,,76.37,,
2019-05-25 06:00:00,73.97,,,
2019-05-25 06:05:00,,,51.39,
2019-05-25 06:10:00,,,52.17,
2019-05-25 06:15:00,,,53.1,
2019-05-25 06:15:00,,79.51,,
2019-05-25 06:15:00,73.21,,,
2019-05-25 06:20:00,,,53.74,
2019-05-25 06:25:00,,,54.33,
2019-05-25 06:30:00,,,55.05,
2019-05-25 06:30:00,,78.1,,
2019-05-25 06:30:00,72.83,,,
2019-05-25 06:35:00,,,55.72,
2019-05-25 06:40:00,,,56.45,
2019-05-25 06:45:00,,,56.96,
2019-05-25 06:45:00,,76.36,,
2019-05-25 06:45:00,72.5,,,
2019-05-25 06:50:00,,,57.5,
2019-05-25 06:55:00,,,57.54,
2019-05-25 07:00:00,,,57.95,
2019-05-25 07:00:00,,74.61,,
2019-05-25 07:00:00,72.17,,,
2019-05-25 07:05:00,,,58.1,
2019-05-25 07:10:00,,,58.81,
2019-05-25 07:15:00,,,59.12,
2019-05-25 07:15:00,,73.39,,
2019-05-25 07:15:00,72.03,,,
2019-05-25 07:20:00,,,59.62,
2019-05-25 07:25:00,,,59.88,
2019-05-25 07:30:00,,,60.11,
2019-05-25 07:30:00,,72.67,,
2019-05-25 07:30:00,71.97,,,
2019-05-25 07:35:00,,,60.78,
2019-05-25 07:40:00,,,61.17,
2019-05-25 07:45:00,,,61.6,
2019-05-25 07:45:00,,71.96,,
2019-05-25 07:45:00,71.84,,,
2019-05-25 07:50:00,,,61.88,
2019-05-25 07:55:00,,,61.76,
2019-05-25 08:00:00,,,61.39,
2019-05-25 08:00:00,,71.61,,
2019-05-25 08:00:00,71.85,,,
2019-05-25 08:05:00,,,61.52,
2019-05-25 08:10:00,,,61.73,
2019-05-25 08:15:00,,,60.78,
2019-05-25 08:15:00,,71.3,,
2019-05-25 08:15:00,72.03,,,
2019-05-25 08:20:00,,,60.3,
2019-05-25 08:25:00,,,60.78,
2019-05-25 08:30:00,,,59.9,
2019-05-25 08:30:00,,70.94,,
2019-05-25 08:30:00,71.3,,,
2019-05-25 08:35:00,,,59.34,
2019-05-25 08:40:00,,,58.98,
2019-05-25 08:45:00,,,58.64,
2019-05-25 08:45:00,,70.39,,
2019-05-25 08:45:00,71.83,,,
2019-05-25 08:50:00,,,58.29,
2019-05-25 08:55:00,,,58.22,
2019-05-25 09:00:00,,,58.26,
2019-05-25 09:00:00,,69.89,,
2019-05-25 09:00:00,71.79,,,
2019-05-25 09:05:00,,,58.15,
2019-05-25 09:10:00,,,57.7,
2019-05-25 09:15:00,,,57.86,
2019-05-25 09:15:00,,69.63,,
2019-05-25 09:15:00,71.61,,,
2019-05-25 09:20:00,,,57.77,
2019-05-25 09:25:00,,,57.66,
2019-05-25 09:30:00,,,57.34,
2019-05-25 09:30:00,,69.27,,
2019-05-25 09:30:00,71.4,,,
2019-05-25 09:35:00,,,57.11,
2019-05-25 09:40:00,,,57.65,
2019-05-25 09:45:00,,,57.71,
2019-05-25 09:45:00,,69.19,,
2019-05-25 09:45:00,71.27,,,
2019-05-25 09:50:00,,,57.99,
2019-05-25 09:55:00,,,58.13,
2019-05-25 10:00:00,,,58.04,
2019-05-25 10:00:00,,69.38,,
2019-05-25 10:00:00,71.43,,,
2019-05-25 10:05:00,,,58.46,
2019-05-25 10:10:00,,,58.43,
2019-05-25 10:15:00,,,58.3,
2019-05-25 10:15:00,,69.49,,
2019-05-25 10:15:00,71.39,,,
2019-05-25 10:20:00,,,58.34,
2019-05-25 10:25:00,,,58.6,
2019-05-25 10:30:00,,,59.1,
2019-05-25 10:30:00,,69.59,,
2019-05-25 10:30:00,71.32,,,
2019-05-25 10:35:00,,,59.05,
2019-05-25 10:40:00,,,59.26,
2019-05-25 10:45:00,,,59.72,
2019-05-25 10:45:00,,69.66,,
2019-05-25 10:45:00,71.3,,,
2019-05-25 10:50:00,,,60.38,
2019-05-25 10:55:00,,,60.78,
2019-05-25 11:00:00,,,61.07,
2019-05-25 11:00:00,,69.9,,
2019-05-25 11:00:00,71.07,,,
2019-05-25 11:05:00,,,61.38,
2019-05-25 11:10:00,,,61.1,
2019-05-25 11:15:00,,,61.21,
2019-05-25 11:15:00,,69.84,,
2019-05-25 11:15:00,70.79,,,
2019-05-25 11:20:00,,,61.88,
2019-05-25 11:25:00,,,61.9,
2019-05-25 11:30:00,,,62.51,
2019-05-25 11:30:00,,69.73,,
2019-05-25 11:30:00,70.26,,,
2019-05-25 11:35:00,,,62.65,
2019-05-25 11:40:00,,,63.28,
2019-05-25 11:45:00,,,63.57,
2019-05-25 11:45:00,,69.94,,
2019-05-25 11:45:00,70.79,,,
2019-05-25 11:50:00,,,63.23,
2019-05-25 11:55:00,,,63.32,
2019-05-25 12:00:00,,,63.78,
2019-05-25 12:00:00,,69.95,,
2019-05-25 12:00:00,70.95,,,
2019-05-25 12:05:00,,,64.37,
2019-05-25 12:10:00,,,64.55,
2019-05-25 12:15:00,,,64.4,
2019-05-25 12:15:00,,70.08,,
2019-05-25 12:15:00,70.95,,,
2019-05-25 12:20:00,,,64.44,
2019-05-25 12:25:00,,,64.68,
2019-05-25 12:30:00,,,64.95,
2019-05-25 12:30:00,,70.02,,
2019-05-25 12:30:00,70.94,,,
2019-05-25 12:35:00,,,64.42,
2019-05-25 12:40:00,,,64.24,
2019-05-25 12:45:00,,,64.46,
2019-05-25 12:45:00,,69.84,,
2019-05-25 12:45:00,70.79,,,
2019-05-25 12:50:00,,,64.95,
2019-05-25 12:55:00,,,65.11,
2019-05-25 13:00:00,,,65.58,
2019-05-25 13:00:00,,70.08,,
2019-05-25 13:00:00,70.82,,,
2019-05-25 13:05:00,,,65.53,
2019-05-25 13:10:00,,,66.4,
2019-05-25 13:15:00,,,66.41,
2019-05-25 13:15:00,,70.08,,
2019-05-25 13:15:00,70.82,,,
2019-05-25 13:20:00,,,66.7,
2019-05-25 13:25:00,,,67.41,
2019-05-25 13:30:00,,,67.59,
2019-05-25 13:30:00,,70.26,,
2019-05-25 13:30:00,70.76,,,
2019-05-25 13:35:00,,,67.38,
2019-05-25 13:40:00,,,67.22,
2019-05-25 13:45:00,,,67.71,
2019-05-25 13:45:00,,70.26,,
2019-05-25 13:45:00,70.76,,,
2019-05-25 13:50:00,,,67.87,
2019-05-25 13:55:00,,,67.63,
2019-05-25 14:00:00,,,67.9,
2019-05-25 14:00:00,,70.28,,
2019-05-25 14:00:00,70.59,,,
2019-05-25 14:05:00,,,68.3,
2019-05-25 14:10:00,,,68.62,
2019-05-25 14:15:00,,,68.41,
2019-05-25 14:15:00,,70.65,,
2019-05-25 14:15:00,70.58,,,
2019-05-25 14:20:00,,,68.15,
2019-05-25 14:25:00,,,68.58,
2019-05-25 14:30:00,,,68.38,
2019-05-25 14:30:00,,70.55,,
2019-05-25 14:30:00,70.59,,,
2019-05-25 14:35:00,,,68.57,
2019-05-25 14:40:00,,,68.87,
2019-05-25 14:45:00,,,68.84,
2019-05-25 14:45:00,,70.59,,
2019-05-25 14:45:00,70.55,,,
2019-05-25 14:50:00,,,68.62,
2019-05-25 14:55:00,,,68.9,
2019-05-25 15:00:00,,,68.71,
2019-05-25 15:00:00,,70.39,,
2019-05-25 15:00:00,70.7,,,
2019-05-25 15:05:00,,,69.05,
2019-05-25 15:10:00,,,68.96,
2019-05-25 15:15:00,,,68.62,
2019-05-25 15:15:00,,70.37,,
2019-05-25 15:15:00,70.83,,,
2019-05-25 15:20:00,,,68.3,
2019-05-25 15:25:00,,,68.43,
2019-05-25 15:30:00,,,68.44,
2019-05-25 15:30:00,,70.26,,
2019-05-25 15:30:00,70.83,,,
2019-05-25 15:35:00,,,68.59,
2019-05-25 15:40:00,,,68.61,
2019-05-25 15:45:00,,,68.51,
2019-05-25 15:45:00,,70.61,,
2019-05-25 15:45:00,70.96,,,
2019-05-25 15:50:00,,,68.44,
2019-05-25 15:55:00,,,68.27,
2019-05-25 16:00:00,,,68.3,
2019-05-25 16:00:00,,70.37,,
2019-05-25 16:00:00,71.08,,,
2019-05-25 16:05:00,,,68.09,
2019-05-25 16:10:00,,,67.96,
2019-05-25 16:15:00,,,68.62,
2019-05-25 16:15:00,,70.43,,
2019-05-25 16:15:00,71.15,,,
2019-05-25 16:20:00,,,68.49,
2019-05-25 16:25:00,,,68.07,
2019-05-25 16:30:00,,,68.0,
2019-05-25 16:30:00,,70.46,,
2019-05-25 16:30:00,71.08,,,
2019-05-25 16:35:00,,,67.77,
2019-05-25 16:40:00,,,67.72,
2019-05-25 16:45:00,,,67.58,
2019-05-25 16:45:00,,70.2,,
2019-05-25 16:45:00,71.11,,,
2019-05-25 16:50:00,,,67.41,
2019-05-25 16:55:00,,,67.2,
2019-05-25 17:00:00,,,66.99,
2019-05-25 17:00:00,,69.84,,
2019-05-25 17:00:00,71.08,,,
2019-05-25 17:05:00,,,66.68,
2019-05-25 17:10:00,,,66.84,
2019-05-25 17:15:00,,,66.99,
2019-05-25 17:15:00,,69.86,,
2019-05-25 17:15:00,71.08,,,
2019-05-25 17:20:00,,,67.03,
2019-05-25 17:25:00,,,66.77,
2019-05-25 17:30:00,,,67.03,
2019-05-25 17:30:00,,69.9,,
2019-05-25 17:30:00,71.07,,,
2019-05-25 17:35:00,,,67.19,
2019-05-25 17:40:00,,,66.81,
2019-05-25 17:45:00,,,66.67,
2019-05-25 17:45:00,,70.08,,
2019-05-25 17:45:00,71.08,,,
2019-05-25 17:50:00,,,66.48,
2019-05-25 17:55:00,,,66.62,
2019-05-25 18:00:00,,,67.5,
2019-05-25 18:00:00,,70.02,,
2019-05-25 18:00:00,71.08,,,
2019-05-25 18:05:00,,,67.67,
2019-05-25 18:10:00,,,67.31,
2019-05-25 18:15:00,,,67.06,
2019-05-25 18:15:00,,70.02,,
2019-05-25 18:15:00,70.94,,,
2019-05-25 18:20:00,,,66.67,
2019-05-25 18:25:00,,,66.85,
2019-05-25 18:30:00,,,66.5,
2019-05-25 18:30:00,,69.65,,
2019-05-25 18:30:00,70.95,,,
2019-05-25 18:35:00,,,66.09,
2019-05-25 18:40:00,,,65.79,
2019-05-25 18:45:00,,,65.44,
2019-05-25 18:45:00,,69.13,,
2019-05-25 18:45:00,70.95,,,
2019-05-25 18:50:00,,,65.84,
2019-05-25 18:55:00,,,66.47,
2019-05-25 19:00:00,,,66.85,
2019-05-25 19:00:00,,68.91,,
2019-05-25 19:00:00,70.96,,,
2019-05-25 19:05:00,,,67.78,
2019-05-25 19:10:00,,,68.32,
2019-05-25 19:15:00,,,68.49,
2019-05-25 19:15:00,,69.42,,
2019-05-25 19:15:00,70.96,,,
2019-05-25 19:20:00,,,68.12,
2019-05-25 19:25:00,,,66.5,
2019-05-25 19:30:00,,,65.26,
2019-05-25 19:30:00,,69.62,,
2019-05-25 19:30:00,71.04,,,
2019-05-25 19:35:00,,,64.4,
2019-05-25 19:40:00,,,64.07,
2019-05-25 19:45:00,,,65.26,
2019-05-25 19:45:00,,68.74,,
2019-05-25 19:45:00,71.11,,,
2019-05-25 19:50:00,,,65.02,
2019-05-25 19:55:00,,,64.53,
2019-05-25 20:00:00,,,65.12,
2019-05-25 20:00:00,,68.43,,
2019-05-25 20:00:00,71.11,,,
2019-05-25 20:05:00,,,64.97,
2019-05-25 20:10:00,,,64.9,
2019-05-25 20:15:00,,,65.04,
2019-05-25 20:15:00,,68.07,,
2019-05-25 20:15:00,71.14,,,
2019-05-25 20:20:00,,,64.9,
2019-05-25 20:25:00,,,63.84,
2019-05-25 20:30:00,,,62.91,
2019-05-25 20:30:00,,67.54,,
2019-05-25 20:30:00,71.27,,,
2019-05-25 20:35:00,,,62.11,
2019-05-25 20:40:00,,,61.57,
2019-05-25 20:45:00,,,61.29,
2019-05-25 20:45:00,,66.28,,
2019-05-25 20:45:00,71.02,,,
2019-05-25 20:50:00,,,60.98,
2019-05-25 20:55:00,,,60.62,
2019-05-25 21:00:00,,,60.26,
2019-05-25 21:00:00,,65.42,,
2019-05-25 21:00:00,70.48,,,
2019-05-25 21:05:00,,,59.93,
2019-05-25 21:10:00,,,59.71,
2019-05-25 21:15:00,,,59.41,
2019-05-25 21:15:00,,65.18,,
2019-05-25 21:15:00,68.39,,,
2019-05-25 21:20:00,,,59.0,
2019-05-25 21:25:00,,,58.75,
2019-05-25 21:30:00,,,58.44,
2019-05-25 21:30:00,,65.26,,
2019-05-25 21:30:00,68.25,,,
2019-05-25 21:35:00,,,58.18,
2019-05-25 21:40:00,,,58.04,
2019-05-25 21:45:00,,,57.85,
2019-05-25 21:45:00,,65.48,,
2019-05-25 21:45:00,67.54,,,
2019-05-25 21:50:00,,,57.74,
2019-05-25 21:55:00,,,57.74,
2019-05-25 22:00:00,,,57.64,
2019-05-25 22:00:00,,65.79,,
2019-05-25 22:00:00,66.67,,,
2019-05-25 22:05:00,,,57.5,
2019-05-25 22:10:00,,,57.38,
2019-05-25 22:15:00,,,57.27,
2019-05-25 22:15:00,,65.97,,
2019-05-25 22:15:00,66.3,,,
2019-05-25 22:20:00,,,57.18,
2019-05-25 22:25:00,,,57.03,
2019-05-25 22:30:00,,,56.78,
2019-05-25 22:30:00,,66.14,,
2019-05-25 22:30:00,65.9,,,
2019-05-25 22:35:00,,,56.66,
2019-05-25 22:40:00,,,56.42,
2019-05-25 22:45:00,,,56.2,
2019-05-25 22:45:00,,66.32,,
2019-05-25 22:45:00,65.39,,,
2019-05-25 22:50:00,,,55.96,
2019-05-25 22:55:00,,,55.75,
2019-05-25 23:00:00,,,55.57,
2019-05-25 23:00:00,,66.32,,
2019-05-25 23:00:00,64.89,,,
2019-05-25 23:05:00,,,55.24,
2019-05-25 23:10:00,,,54.9,
2019-05-25 23:15:00,,,54.69,
2019-05-25 23:15:00,,66.26,,
2019-05-25 23:15:00,64.14,,,
2019-05-25 23:20:00,,,54.36,
2019-05-25 23:25:00,,,54.25,
2019-05-25 23:30:00,,,53.89,
2019-05-25 23:30:00,,66.26,,
2019-05-25 23:30:00,63.77,,,
2019-05-25 23:35:00,,,53.65,
2019-05-25 23:37:00,,,,On
2019-05-25 23:40:00,,,53.38,
2019-05-25 23:45:00,,,53.02,
2019-05-25 23:45:00,,68.66,,
2019-05-25 23:45:00,70.93,,,
2019-05-25 23:50:00,,,52.67,
2019-05-25 23:55:00,,,52.45,
2019-05-25 23:55:00,,,,Off
2019-05-26 00:00:00,,,52.19,
2019-05-26 00:00:00,,71.81,,
2019-05-26 00:00:00,71.01,,,
2019-05-26 00:05:00,,,51.94,
2019-05-26 00:10:00,,,51.55,
2019-05-26 00:15:00,,,51.4,
2019-05-26 00:15:00,,83.44,,
2019-05-26 00:15:00,75.5,,,
2019-05-26 00:20:00,,,51.31,
2019-05-26 00:25:00,,,51.23,
2019-05-26 00:30:00,,,50.94,
2019-05-26 00:30:00,,82.31,,
2019-05-26 00:30:00,75.61,,,
2019-05-26 00:35:00,,,50.9,
2019-05-26 00:41:00,,,,On
2019-05-26 00:45:00,,,50.39,
2019-05-26 00:45:00,,70.38,,
2019-05-26 00:45:00,71.5,,,
2019-05-26 00:50:00,,,50.6,
2019-05-26 00:55:00,,,51.0,
2019-05-26 01:00:00,,,51.03,
2019-05-26 01:00:00,,69.66,,
2019-05-26 01:00:00,71.3,,,
2019-05-26 01:05:00,,,50.81,
2019-05-26 01:10:00,,,50.51,
2019-05-26 01:15:00,,,50.41,
2019-05-26 01:15:00,,69.51,,
2019-05-26 01:15:00,71.14,,,
2019-05-26 01:20:00,,,50.28,
2019-05-26 01:25:00,,,50.17,
2019-05-26 01:30:00,,,50.07,
2019-05-26 01:30:00,,69.31,,
2019-05-26 01:30:00,71.08,,,
2019-05-26 01:35:00,,,50.09,
2019-05-26 01:40:00,,,50.3,
2019-05-26 01:45:00,,,50.45,
2019-05-26 01:45:00,,69.37,,
2019-05-26 01:45:00,71.14,,,
2019-05-26 01:50:00,,,50.49,
2019-05-26 01:55:00,,,50.51,
2019-05-26 02:00:00,,,50.55,
2019-05-26 02:00:00,,69.55,,
2019-05-26 02:00:00,71.32,,,
2019-05-26 02:05:00,,,50.55,
2019-05-26 02:10:00,,,50.74,
2019-05-26 02:15:00,,,50.77,
2019-05-26 02:15:00,,69.55,,
2019-05-26 02:15:00,71.14,,,
2019-05-26 02:20:00,,,50.76,
2019-05-26 02:25:00,,,50.52,
2019-05-26 02:30:00,,,50.48,
2019-05-26 02:30:00,,69.48,,
2019-05-26 02:30:00,71.08,,,
2019-05-26 02:35:00,,,50.24,
2019-05-26 02:40:00,,,50.03,
2019-05-26 02:45:00,,,49.78,
2019-05-26 02:45:00,,69.31,,
2019-05-26 02:45:00,70.96,,,
2019-05-26 02:50:00,,,49.59,
2019-05-26 02:55:00,,,49.39,
2019-05-26 02:58:00,,,,Off
2019-05-26 03:00:00,,,49.18,
2019-05-26 03:00:00,,69.59,,
2019-05-26 03:00:00,71.46,,,
2019-05-26 03:05:00,,,49.04,
2019-05-26 03:10:00,,,48.82,
2019-05-26 03:15:00,,,48.66,
2019-05-26 03:15:00,,77.46,,
2019-05-26 03:15:00,72.38,,,
2019-05-26 03:20:00,,,48.55,
2019-05-26 03:25:00,,,48.61,
2019-05-26 03:30:00,,,48.53,
2019-05-26 03:30:00,,78.32,,
2019-05-26 03:30:00,72.89,,,
2019-05-26 03:35:00,,,48.38,
2019-05-26 03:40:00,,,48.26,
2019-05-26 03:45:00,,,48.12,
2019-05-26 03:45:00,,76.7,,
2019-05-26 03:45:00,72.35,,,
2019-05-26 03:50:00,,,48.0,
2019-05-26 03:55:00,,,47.89,
2019-05-26 04:00:00,,,47.8,
2019-05-26 04:00:00,,74.95,,
2019-05-26 04:00:00,71.43,,,
2019-05-26 04:05:00,,,47.71,
2019-05-26 04:10:00,,,47.57,
2019-05-26 04:15:00,,,47.45,
2019-05-26 04:15:00,,73.25,,
2019-05-26 04:15:00,70.55,,,
2019-05-26 04:20:00,,,47.53,
2019-05-26 04:25:00,,,47.53,
2019-05-26 04:30:00,,,47.5,
2019-05-26 04:30:00,,71.79,,
2019-05-26 04:30:00,69.66,,,
2019-05-26 04:35:00,,,47.41,
2019-05-26 04:40:00,,,47.34,
2019-05-26 04:45:00,,,47.31,
2019-05-26 04:45:00,,70.73,,
2019-05-26 04:45:00,70.43,,,
2019-05-26 04:50:00,,,47.16,
2019-05-26 04:54:00,,,,On
2019-05-26 04:55:00,,,47.06,
2019-05-26 05:00:00,,,46.98,
2019-05-26 05:00:00,,68.96,,
2019-05-26 05:00:00,70.79,,,
2019-05-26 05:05:00,,,46.87,
2019-05-26 05:10:00,,,46.77,
2019-05-26 05:15:00,,,46.61,
2019-05-26 05:15:00,,70.48,,
2019-05-26 05:15:00,72.73,,,
2019-05-26 05:20:00,,,46.48,
2019-05-26 05:25:00,,,46.43,
2019-05-26 05:27:00,,,,Off
2019-05-26 05:30:00,,,46.37,
2019-05-26 05:30:00,,71.32,,
2019-05-26 05:30:00,73.38,,,
2019-05-26 05:35:00,,,46.26,
2019-05-26 05:40:00,,,46.23,
2019-05-26 05:45:00,,,46.33,
2019-05-26 05:45:00,,77.98,,
2019-05-26 05:45:00,72.74,,,
2019-05-26 05:50:00,,,46.79,
2019-05-26 05:55:00,,,47.53,
2019-05-26 06:00:00,,,48.51,
2019-05-26 06:00:00,,79.19,,
2019-05-26 06:00:00,72.73,,,
2019-05-26 06:05:00,,,48.76,
2019-05-26 06:10:00,,,49.41,
2019-05-26 06:15:00,,,50.64,
2019-05-26 06:15:00,,77.97,,
2019-05-26 06:15:00,72.14,,,
2019-05-26 06:20:00,,,51.77,
2019-05-26 06:25:00,,,52.63,
2019-05-26 06:30:00,,,53.02,
2019-05-26 06:30:00,,76.7,,
2019-05-26 06:30:00,71.66,,,
2019-05-26 06:35:00,,,53.87,
2019-05-26 06:40:00,,,55.09,
2019-05-26 06:41:00,,,,On
2019-05-26 06:45:00,,,56.39,
2019-05-26 06:45:00,,71.3,,
2019-05-26 06:45:00,71.86,,,
2019-05-26 06:48:00,,,,Off
2019-05-26 06:50:00,,,57.28,
2019-05-26 06:55:00,,,58.15,
2019-05-26 07:00:00,,,59.03,
2019-05-26 07:00:00,,87.72,,
2019-05-26 07:00:00,72.15,,,
2019-05-26 07:05:00,,,60.05,
2019-05-26 07:10:00,,,61.28,
2019-05-26 07:15:00,,,62.43,
2019-05-26 07:15:00,,88.25,,
2019-05-26 07:15:00,71.79,,,
2019-05-26 07:20:00,,,63.08,
2019-05-26 07:25:00,,,63.2,
2019-05-26 07:30:00,,,63.69,
2019-05-26 07:30:00,,84.1,,
2019-05-26 07:30:00,71.5,,,
2019-05-26 07:35:00,,,63.89,
2019-05-26 07:40:00,,,64.0,
2019-05-26 07:45:00,,,64.28,
2019-05-26 07:45:00,,80.93,,
2019-05-26 07:45:00,71.43,,,
2019-05-26 07:50:00,,,64.73,
2019-05-26 07:55:00,,,64.98,
2019-05-26 08:00:00,,,65.35,
2019-05-26 08:00:00,,78.67,,
2019-05-26 08:00:00,71.66,,,
2019-05-26 08:05:00,,,65.94,
2019-05-26 08:10:00,,,66.37,
2019-05-26 08:15:00,,,66.5,
2019-05-26 08:15:00,,77.25,,
2019-05-26 08:15:00,71.14,,,
2019-05-26 08:20:00,,,67.01,
2019-05-26 08:25:00,,,66.86,
2019-05-26 08:30:00,,,66.48,
2019-05-26 08:30:00,,76.01,,
2019-05-26 08:30:00,70.95,,,
2019-05-26 08:35:00,,,66.7,
2019-05-26 08:40:00,,,66.79,
2019-05-26 08:45:00,,,65.26,
2019-05-26 08:45:00,,75.14,,
2019-05-26 08:45:00,70.95,,,
2019-05-26 08:50:00,,,63.8,
2019-05-26 08:55:00,,,63.02,
2019-05-26 09:00:00,,,62.84,
2019-05-26 09:00:00,,74.61,,
2019-05-26 09:00:00,70.73,,,
2019-05-26 09:05:00,,,62.73,
2019-05-26 09:10:00,,,62.71,
2019-05-26 09:15:00,,,62.87,
2019-05-26 09:15:00,,74.44,,
2019-05-26 09:15:00,70.96,,,
2019-05-26 09:20:00,,,63.16,
2019-05-26 09:25:00,,,63.59,
2019-05-26 09:30:00,,,63.69,
2019-05-26 09:30:00,,74.5,,
2019-05-26 09:30:00,71.15,,,
2019-05-26 09:35:00,,,63.99,
2019-05-26 09:40:00,,,64.29,
2019-05-26 09:45:00,,,64.68,
2019-05-26 09:45:00,,74.85,,
2019-05-26 09:45:00,70.79,,,
2019-05-26 09:50:00,,,65.29,
2019-05-26 09:55:00,,,65.51,
2019-05-26 10:00:00,,,65.61,
2019-05-26 10:00:00,,73.95,,
2019-05-26 10:00:00,70.79,,,
2019-05-26 10:05:00,,,65.86,
2019-05-26 10:10:00,,,66.13,
2019-05-26 10:15:00,,,66.39,
2019-05-26 10:15:00,,73.62,,
2019-05-26 10:15:00,70.73,,,
2019-05-26 10:20:00,,,66.5,
2019-05-26 10:25:00,,,66.79,
2019-05-26 10:30:00,,,67.33,
2019-05-26 10:30:00,,73.2,,
2019-05-26 10:30:00,70.61,,,
2019-05-26 10:35:00,,,67.86,
2019-05-26 10:40:00,,,67.81,
2019-05-26 10:45:00,,,67.75,
2019-05-26 10:45:00,,73.58,,
2019-05-26 10:45:00,70.61,,,
2019-05-26 10:50:00,,,67.79,
2019-05-26 10:55:00,,,68.12,
2019-05-26 11:00:00,,,68.35,
2019-05-26 11:00:00,,73.23,,
2019-05-26 11:00:00,70.59,,,
2019-05-26 11:05:00,,,68.96,
2019-05-26 11:10:00,,,69.11,
2019-05-26 11:15:00,,,69.35,
2019-05-26 11:15:00,,73.62,,
2019-05-26 11:15:00,70.65,,,
2019-05-26 11:20:00,,,69.68,
2019-05-26 11:25:00,,,70.16,
2019-05-26 11:30:00,,,70.62,
2019-05-26 11:30:00,,73.8,,
2019-05-26 11:30:00,70.73,,,
2019-05-26 11:35:00,,,70.61,
2019-05-26 11:40:00,,,71.12,
2019-05-26 11:45:00,,,71.17,
2019-05-26 11:45:00,,74.32,,
2019-05-26 11:45:00,70.77,,,
2019-05-26 11:50:00,,,71.32,
2019-05-26 11:55:00,,,71.67,
2019-05-26 12:00:00,,,71.81,
2019-05-26 12:00:00,,75.72,,
2019-05-26 12:00:00,70.74,,,
2019-05-26 12:05:00,,,72.41,
2019-05-26 12:10:00,,,72.32,
2019-05-26 12:15:00,,,72.02,
2019-05-26 12:15:00,,75.48,,
2019-05-26 12:15:00,70.74,,,
2019-05-26 12:20:00,,,72.01,
2019-05-26 12:25:00,,,72.35,
2019-05-26 12:30:00,,,73.09,
2019-05-26 12:30:00,,74.48,,
2019-05-26 12:30:00,72.34,,,
2019-05-26 12:35:00,,,72.73,
