Date,OAT,RAT,MAT
9/22/2017 22:40,74.29477,72.93008,74.37997
9/22/2017 22:50,73.9916,72.93008,73.78207
9/22/2017 23:00,73.9916,72.93008,73.78207
9/22/2017 23:10,74.04356,72.93008,73.78207
9/22/2017 23:20,74.35509,72.93008,74.07955
9/22/2017 23:30,74.35509,72.93008,74.67696
9/22/2017 23:40,74.35509,72.93008,74.67696
9/22/2017 23:50,74.03703,72.93008,74.07579
9/23/2017 0:00,73.41267,72.93008,73.77773
9/23/2017 0:10,73.11491,72.93008,73.47953
9/23/2017 0:20,72.16718,72.93008,72.88164
9/23/2017 0:30,72.16718,72.93008,72.88164
9/23/2017 0:40,72.16718,72.93008,72.88164
9/23/2017 0:50,72.16718,72.93008,72.88164
9/23/2017 1:00,72.16718,72.93008,72.88164
9/23/2017 1:10,72.16718,72.93008,72.88164
9/23/2017 1:20,72.16718,72.93008,72.88164
9/23/2017 1:30,72.16718,72.93008,72.88164
9/23/2017 1:40,72.16753,72.93008,72.58271
9/23/2017 1:50,72.16753,72.93008,72.58271
9/23/2017 2:00,71.56538,72.93008,72.87971
9/23/2017 2:10,71.23959,72.93008,71.67686
9/23/2017 2:20,69.92432,72.93008,70.17873
9/23/2017 2:30,69.60484,72.93008,71.08074
9/23/2017 2:40,70.57028,72.93008,71.67965
9/23/2017 2:50,70.88654,72.93008,71.97816
9/23/2017 3:00,71.16518,72.93008,71.97816
9/23/2017 3:10,70.86264,72.93008,71.97816
9/23/2017 3:20,69.78509,72.93008,71.07701
9/23/2017 3:30,68.82922,72.93008,70.47998
9/23/2017 3:40,68.82922,72.93008,70.48349
9/23/2017 3:50,68.82922,72.93008,70.78145
9/23/2017 4:00,68.82922,72.93008,71.07901
9/23/2017 4:10,69.13686,72.93008,71.37696
9/23/2017 4:20,69.44382,72.93008,71.37696
9/23/2017 4:30,69.44382,72.93008,71.37696
9/23/2017 4:40,69.44382,72.93008,71.37696
9/23/2017 4:50,69.44382,72.93008,71.37696
9/23/2017 5:00,69.44382,72.93008,70.46927
9/23/2017 5:10,68.84393,72.93008,70.16908
9/23/2017 5:20,68.54617,72.93008,68.96951
9/23/2017 5:30,68.24517,72.93008,68.96951
9/23/2017 5:40,67.63482,72.93008,68.37245
